"id_establecimiento","id_partido","votos","votos_paso","votos_pv","dif_paso","dif_pv"
12241,"0135",1254,402,654,852,600
12242,"0131",914,705,798,209,116
12242,"0135",1285,475,612,810,673
12243,"0131",793,385,449,408,344
12243,"0135",410,279,345,131,65
12244,"0131",824,593,719,231,105
12244,"0135",1129,411,498,718,631
12245,"0131",1039,542,643,497,396
12245,"0135",693,375,498,318,195
12246,"0131",561,392,467,169,94
12246,"0135",613,234,301,379,312
12247,"0131",544,406,459,138,85
12247,"0135",675,250,337,425,338
12248,"0131",681,388,471,293,210
12248,"0135",463,253,312,210,151
12249,"0131",1838,1053,1382,785,456
12249,"0135",1058,518,571,540,487
12250,"0131",1005,668,739,337,266
12250,"0135",581,249,292,332,289
12251,"0131",920,908,1108,12,-188
12251,"0135",1399,370,466,1029,933
12252,"0131",895,947,1274,-52,-379
12252,"0135",1726,388,499,1338,1227
12253,"0131",394,503,581,-109,-187
12253,"0135",781,162,233,619,548
12254,"0131",1156,1107,1373,49,-217
12254,"0135",1449,341,380,1108,1069
12255,"0131",376,400,455,-24,-79
12255,"0135",541,117,179,424,362
12256,"0131",324,358,465,-34,-141
12256,"0135",616,126,173,490,443
12257,"0131",1394,911,1117,483,277
12257,"0135",1264,448,578,816,686
12258,"0131",1357,1044,1211,313,146
12258,"0135",1622,566,715,1056,907
12259,"0131",1511,1088,1126,423,385
12259,"0135",1536,564,705,972,831
12260,"0131",326,288,292,38,34
12260,"0135",422,161,195,261,227
12261,"0131",1213,952,986,261,227
12261,"0135",1376,467,642,909,734
12262,"0131",1163,766,843,397,320
12262,"0135",791,290,429,501,362
12263,"0131",1940,1055,1175,885,765
12263,"0135",1045,575,730,470,315
12264,"0131",966,715,825,251,141
12264,"0135",991,297,407,694,584
12265,"0131",1035,759,855,276,180
12265,"0135",1188,435,572,753,616
12266,"0131",1435,822,971,613,464
12266,"0135",1025,494,599,531,426
12267,"0131",841,429,477,412,364
12267,"0135",351,226,265,125,86
12268,"0131",831,931,1031,-100,-200
12268,"0135",1841,559,655,1282,1186
12269,"0131",1057,717,810,340,247
12269,"0135",1102,428,505,674,597
12270,"0131",663,389,420,274,243
12270,"0135",325,134,191,191,134
12271,"0131",958,705,869,253,89
12271,"0135",1063,359,452,704,611
12272,"0131",1291,1010,1146,281,145
12272,"0135",1507,484,589,1023,918
12273,"0131",268,358,399,-90,-131
12273,"0135",702,175,204,527,498
12274,"0131",851,597,675,254,176
12274,"0135",866,306,407,560,459
12275,"0131",581,295,449,286,132
12275,"0135",616,221,317,395,299
12276,"0131",865,564,694,301,171
12276,"0135",735,308,389,427,346
12277,"0131",286,497,440,-211,-154
12277,"0135",782,186,250,596,532
12278,"0131",1245,646,674,599,571
12278,"0135",1306,664,841,642,465
12279,"0131",2448,1110,1189,1338,1259
12279,"0135",1672,1112,1396,560,276
12280,"0131",266,232,233,34,33
12280,"0135",551,198,261,353,290
12281,"0131",1214,720,783,494,431
12281,"0135",1669,766,1023,903,646
12282,"0131",185,148,151,37,34
12282,"0135",420,151,198,269,222
12283,"0131",713,706,898,7,-185
12283,"0135",693,189,171,504,522
12284,"0131",1222,1349,1651,-127,-429
12284,"0135",1521,369,389,1152,1132
12285,"0131",1369,700,778,669,591
12285,"0135",1322,810,1052,512,270
12286,"0131",1647,666,745,981,902
12286,"0135",1088,860,1099,228,-11
12287,"0131",586,526,536,60,50
12287,"0135",1295,679,719,616,576
12288,"0131",1156,629,679,527,477
12288,"0135",1264,746,924,518,340
12289,"0131",1430,606,657,824,773
12289,"0135",956,712,901,244,55
12290,"0131",655,396,421,259,234
12290,"0135",883,458,612,425,271
12291,"0131",814,403,445,411,369
12291,"0135",760,510,635,250,125
12292,"0131",640,304,318,336,322
12292,"0135",381,286,364,95,17
12293,"0131",801,473,505,328,296
12293,"0135",1086,564,737,522,349
12294,"0131",596,359,410,237,186
12294,"0135",855,429,558,426,297
12295,"0131",1384,774,825,610,559
12295,"0135",1265,714,902,551,363
12296,"0131",754,669,726,85,28
12296,"0135",1653,635,839,1018,814
12297,"0131",503,489,558,14,-55
12297,"0135",1366,508,619,858,747
12298,"0131",1378,782,790,596,588
12298,"0135",1437,745,1014,692,423
12299,"0131",1054,714,741,340,313
12299,"0135",1336,657,838,679,498
12300,"0131",973,613,652,360,321
12300,"0135",1136,568,707,568,429
12301,"0131",687,342,407,345,280
12301,"0135",669,392,440,277,229
12302,"0131",1698,858,855,840,843
12302,"0135",1462,917,1172,545,290
12303,"0131",901,456,494,445,407
12303,"0135",988,545,695,443,293
12304,"0131",1780,876,938,904,842
12304,"0135",1411,871,1064,540,347
12305,"0131",1330,567,647,763,683
12305,"0135",1025,683,837,342,188
12306,"0131",887,735,739,152,148
12306,"0135",1771,719,933,1052,838
12307,"0131",1722,594,630,1128,1092
12307,"0135",681,711,859,-30,-178
12308,"0131",976,520,554,456,422
12308,"0135",1220,701,871,519,349
12309,"0131",1042,650,693,392,349
12309,"0135",961,462,580,499,381
12310,"0131",1370,708,799,662,571
12310,"0135",953,483,662,470,291
12311,"0131",137,247,263,-110,-126
12311,"0135",640,172,243,468,397
12312,"0131",1191,604,688,587,503
12312,"0135",812,455,583,357,229
12313,"0131",868,756,913,112,-45
12313,"0135",1524,625,803,899,721
12314,"0131",734,510,570,224,164
12314,"0135",768,352,490,416,278
12315,"0131",1272,1135,1276,137,-4
12315,"0135",1888,736,993,1152,895
12316,"0131",1178,671,944,507,234
12316,"0135",1113,540,685,573,428
12317,"0131",839,426,447,413,392
12317,"0135",314,269,374,45,-60
12318,"0131",1050,801,817,249,233
12318,"0135",1310,555,741,755,569
12319,"0131",1466,740,820,726,646
12319,"0135",871,521,758,350,113
12320,"0131",1677,1161,1240,516,437
12320,"0135",1473,722,928,751,545
12321,"0131",681,347,427,334,254
12321,"0135",238,184,203,54,35
12322,"0131",992,883,954,109,38
12322,"0135",1658,647,850,1011,808
12323,"0131",875,660,710,215,165
12323,"0135",876,399,520,477,356
12324,"0131",420,174,198,246,222
12324,"0135",250,216,264,34,-14
12325,"0131",499,395,439,104,60
12325,"0135",442,181,285,261,157
12326,"0131",668,534,538,134,130
12326,"0135",809,333,395,476,414
12327,"0131",795,418,418,377,377
12327,"0135",474,281,352,193,122
12328,"0131",840,692,709,148,131
12328,"0135",945,329,387,616,558
12329,"0131",823,793,797,30,26
12329,"0135",1198,429,475,769,723
12330,"0131",179,361,350,-182,-171
12330,"0135",764,219,261,545,503
12331,"0131",80,70,85,10,-5
12331,"0135",166,65,99,101,67
12332,"0131",425,556,546,-131,-121
12332,"0135",1232,427,509,805,723
12333,"0131",573,452,438,121,135
12333,"0135",753,372,433,381,320
12334,"0131",882,464,411,418,471
12334,"0135",874,767,956,107,-82
12335,"0131",402,196,177,206,225
12335,"0135",340,343,404,-3,-64
12336,"0131",2045,819,1028,1226,1017
12336,"0135",1412,865,1087,547,325
12337,"0131",1197,850,885,347,312
12337,"0135",1985,844,1071,1141,914
12338,"0131",1405,700,708,705,697
12338,"0135",1222,707,955,515,267
12339,"0131",1530,905,939,625,591
12339,"0135",1596,749,970,847,626
12340,"0131",1084,515,526,569,558
12340,"0135",729,433,560,296,169
12341,"0131",1303,509,604,794,699
12341,"0135",791,512,653,279,138
12342,"0131",1564,929,923,635,641
12342,"0135",1579,716,984,863,595
12343,"0131",1067,557,605,510,462
12343,"0135",1011,549,696,462,315
12344,"0131",748,372,385,376,363
12344,"0135",503,269,399,234,104
12345,"0131",863,351,380,512,483
12345,"0135",185,200,324,-15,-139
12346,"0131",888,616,685,272,203
12346,"0135",994,466,616,528,378
12347,"0131",269,330,383,-61,-114
12347,"0135",737,235,321,502,416
12348,"0131",740,421,479,319,261
12348,"0135",584,325,429,259,155
12349,"0131",169,172,212,-3,-43
12349,"0135",347,105,155,242,192
12350,"0131",551,438,470,113,81
12350,"0135",754,301,431,453,323
12351,"0131",555,588,702,-33,-147
12351,"0135",757,203,270,554,487
12352,"0131",1291,962,1013,329,278
12352,"0135",1207,418,546,789,661
12353,"0131",1187,996,1099,191,88
12353,"0135",1581,470,619,1111,962
12354,"0131",810,446,433,364,377
12354,"0135",359,169,253,190,106
12355,"0131",1079,486,517,593,562
12355,"0135",1347,913,1143,434,204
12356,"0131",1091,446,465,645,626
12356,"0135",1090,778,976,312,114
12357,"0131",474,300,314,174,160
12357,"0135",894,461,594,433,300
12358,"0131",88,33,34,55,54
12358,"0135",16,46,49,-30,-33
12359,"0131",1351,731,731,620,620
12359,"0135",855,463,559,392,296
12360,"0131",1073,513,514,560,559
12360,"0135",354,266,345,88,9
12361,"0131",649,442,476,207,173
12361,"0135",469,249,330,220,139
12362,"0131",992,755,833,237,159
12362,"0135",912,374,542,538,370
12363,"0131",88,100,97,-12,-9
12363,"0135",176,89,112,87,64
12364,"0131",372,72,108,300,264
12364,"0135",174,239,309,-65,-135
12365,"0131",501,356,418,145,83
12365,"0135",947,425,547,522,400
12366,"0131",1166,621,687,545,479
12366,"0135",1608,925,1120,683,488
12367,"0131",1694,815,920,879,774
12367,"0135",1881,1186,1412,695,469
12368,"0131",1047,349,379,698,668
12368,"0135",217,387,472,-170,-255
12369,"0131",240,155,170,85,70
12369,"0135",416,186,276,230,140
12370,"0131",956,357,425,599,531
12370,"0135",941,592,865,349,76
12371,"0131",171,61,77,110,94
12371,"0135",51,73,98,-22,-47
12372,"0131",461,226,286,235,175
12372,"0135",663,311,459,352,204
12373,"0131",523,147,177,376,346
12373,"0135",110,257,283,-147,-173
12374,"0131",2,22,51,-20,-49
12374,"0135",120,44,46,76,74
12375,"0131",469,170,221,299,248
12375,"0135",118,108,179,10,-61
12376,"0131",757,349,364,408,393
12376,"0135",1480,961,1234,519,246
12377,"0131",1232,362,392,870,840
12377,"0135",1009,889,1233,120,-224
12378,"0131",1427,366,394,1061,1033
12378,"0135",1101,1081,1420,20,-319
12379,"0131",533,150,160,383,373
12379,"0135",694,503,724,191,-30
12380,"0131",231,76,77,155,154
12380,"0135",113,122,192,-9,-79
12381,"0131",821,526,565,295,256
12381,"0135",1346,715,916,631,430
12382,"0131",1430,472,494,958,936
12382,"0135",1003,937,1228,66,-225
12383,"0131",1183,573,562,610,621
12383,"0135",1473,999,1311,474,162
12384,"0131",1007,485,491,522,516
12384,"0135",1436,897,1170,539,266
12385,"0131",1220,567,592,653,628
12385,"0135",1485,942,1316,543,169
12386,"0131",1088,449,464,639,624
12386,"0135",795,596,816,199,-21
12387,"0131",1068,484,490,584,578
12387,"0135",1139,744,1019,395,120
12388,"0131",1288,571,602,717,686
12388,"0135",1387,912,1226,475,161
12389,"0131",1324,376,471,948,853
12389,"0135",542,549,729,-7,-187
12390,"0131",1284,547,564,737,720
12390,"0135",1155,797,1125,358,30
12391,"0131",474,199,218,275,256
12391,"0135",568,383,488,185,80
12392,"0131",475,161,155,314,320
12392,"0135",418,329,472,89,-54
12393,"0131",7,0,1,7,6
12393,"0135",5,11,9,-6,-4
12394,"0131",84,15,16,69,68
12394,"0135",29,33,59,-4,-30
12395,"0131",2,1,0,1,2
12395,"0135",4,1,3,3,1
12396,"0131",18,14,19,4,-1
12396,"0135",9,3,7,6,2
12397,"0131",699,259,247,440,452
12397,"0135",668,564,738,104,-70
12398,"0131",835,322,346,513,489
12398,"0135",982,747,994,235,-12
12399,"0131",609,462,514,147,95
12399,"0135",1231,610,780,621,451
12400,"0131",685,358,424,327,261
12400,"0135",570,345,501,225,69
12401,"0131",193,96,79,97,114
12401,"0135",289,171,266,118,23
12402,"0131",218,47,43,171,175
12402,"0135",14,78,124,-64,-110
12403,"0131",421,126,122,295,299
12403,"0135",417,381,537,36,-120
12404,"0131",564,97,108,467,456
12404,"0135",138,327,443,-189,-305
12405,"0131",107,193,192,-86,-85
12405,"0135",491,162,263,329,228
12406,"0131",428,154,151,274,277
12406,"0135",675,415,581,260,94
12407,"0131",776,236,233,540,543
12407,"0135",804,813,988,-9,-184
12408,"0131",744,186,181,558,563
12408,"0135",308,507,628,-199,-320
12409,"0131",168,99,88,69,80
12409,"0135",352,211,298,141,54
12410,"0131",87,197,182,-110,-95
12410,"0135",453,157,219,296,234
12411,"0131",440,182,292,258,148
12411,"0135",371,137,320,234,51
12412,"0131",367,82,99,285,268
12412,"0135",190,229,278,-39,-88
12413,"0131",322,80,96,242,226
12413,"0135",255,273,330,-18,-75
12414,"0131",136,22,46,114,90
12414,"0135",60,5,123,55,-63
12415,"0131",12,7,7,5,5
12415,"0135",65,35,49,30,16
12416,"0131",85,50,49,35,36
12416,"0135",125,85,114,40,11
12417,"0131",17,6,8,11,9
12417,"0135",29,23,27,6,2
12418,"0131",14,32,29,-18,-15
12418,"0135",152,67,103,85,49
12419,"0131",31,4,9,27,22
12419,"0135",73,56,82,17,-9
12420,"0131",51,9,12,42,39
12420,"0135",51,43,59,8,-8
12421,"0131",8,7,12,1,-4
12421,"0135",49,27,24,22,25
12422,"0131",20,8,9,12,11
12422,"0135",16,23,24,-7,-8
12423,"0131",48,52,77,-4,-29
12423,"0135",90,14,40,76,50
12424,"0131",229,123,157,106,72
12424,"0135",231,163,202,68,29
12425,"0131",654,604,678,50,-24
12425,"0135",1132,556,697,576,435
12426,"0131",1045,514,562,531,483
12426,"0135",459,419,599,40,-140
12427,"0131",881,452,598,429,283
12427,"0135",654,434,589,220,65
12428,"0131",927,704,708,223,219
12428,"0135",873,480,652,393,221
12429,"0131",409,250,273,159,136
12429,"0135",381,277,333,104,48
12430,"0131",214,282,324,-68,-110
12430,"0135",545,191,266,354,279
12431,"0131",934,497,563,437,371
12431,"0135",517,440,560,77,-43
12432,"0131",284,266,238,18,46
12432,"0135",396,202,306,194,90
12433,"0131",7,4,2,3,5
12433,"0135",2,1,4,1,-2
12434,"0131",14,7,4,7,10
12434,"0135",11,4,10,7,1
12435,"0131",57,84,108,-27,-51
12435,"0135",347,158,201,189,146
12436,"0131",369,302,329,67,40
12436,"0135",324,170,234,154,90
12437,"0131",213,203,235,10,-22
12437,"0135",260,118,156,142,104
12438,"0131",10,47,46,-37,-36
12438,"0135",144,26,63,118,81
12439,"0131",1037,608,656,429,381
12439,"0135",1040,740,1013,300,27
12440,"0131",959,380,473,579,486
12440,"0135",595,596,744,-1,-149
12441,"0131",293,249,301,44,-8
12441,"0135",312,81,129,231,183
12442,"0131",418,271,278,147,140
12442,"0135",238,170,215,68,23
12443,"0131",42,5,13,37,29
12443,"0135",23,11,27,12,-4
12444,"0131",853,350,418,503,435
12444,"0135",1361,881,1130,480,231
12445,"0131",213,206,228,7,-15
12445,"0135",874,393,551,481,323
12446,"0131",483,156,181,327,302
12446,"0135",527,417,537,110,-10
12447,"0131",1377,417,451,960,926
12447,"0135",1027,885,1216,142,-189
12448,"0131",200,147,152,53,48
12448,"0135",609,307,406,302,203
12449,"0131",316,126,144,190,172
12449,"0135",504,338,426,166,78
12450,"0131",711,270,294,441,417
12450,"0135",825,559,779,266,46
12451,"0131",162,86,93,76,69
12451,"0135",364,232,306,132,58
12452,"0131",1351,403,432,948,919
12452,"0135",1157,1135,1475,22,-318
12453,"0131",271,134,149,137,122
12453,"0135",540,323,406,217,134
12454,"0131",695,362,394,333,301
12454,"0135",1158,673,845,485,313
12455,"0131",442,236,255,206,187
12455,"0135",797,454,574,343,223
12456,"0131",1185,242,268,943,917
12456,"0135",349,675,867,-326,-518
12457,"0131",782,213,214,569,568
12457,"0135",481,551,722,-70,-241
12458,"0131",587,112,126,475,461
12458,"0135",304,400,511,-96,-207
12459,"0131",841,332,366,509,475
12459,"0135",1216,930,1173,286,43
12460,"0131",327,174,212,153,115
12460,"0135",725,458,604,267,121
12461,"0131",1380,420,481,960,899
12461,"0135",1148,1089,1351,59,-203
12462,"0131",1350,338,392,1012,958
12462,"0135",950,947,1249,3,-299
12463,"0131",1050,242,263,808,787
12463,"0135",588,743,947,-155,-359
12464,"0131",501,198,229,303,272
12464,"0135",889,655,835,234,54
12465,"0131",1115,279,318,836,797
12465,"0135",761,936,1120,-175,-359
12466,"0131",932,259,303,673,629
12466,"0135",639,649,810,-10,-171
12467,"0131",676,248,274,428,402
12467,"0135",796,549,754,247,42
12468,"0131",807,376,389,431,418
12468,"0135",1273,761,988,512,285
12469,"0131",594,305,333,289,261
12469,"0135",987,539,735,448,252
12470,"0131",462,100,112,362,350
12470,"0135",58,162,250,-104,-192
12471,"0131",1136,350,391,786,745
12471,"0135",942,744,1023,198,-81
12472,"0131",459,185,203,274,256
12472,"0135",612,404,557,208,55
12473,"0131",652,275,295,377,357
12473,"0135",945,661,826,284,119
12474,"0131",561,253,305,308,256
12474,"0135",1103,632,845,471,258
12475,"0131",1538,429,482,1109,1056
12475,"0135",1143,1173,1488,-30,-345
12476,"0131",1019,349,387,670,632
12476,"0135",1215,971,1222,244,-7
12477,"0131",1199,445,466,754,733
12477,"0135",1421,1089,1392,332,29
12478,"0131",955,305,353,650,602
12478,"0135",913,721,942,192,-29
12479,"0131",958,237,276,721,682
12479,"0135",423,505,731,-82,-308
12480,"0131",662,139,171,523,491
12480,"0135",276,367,479,-91,-203
12481,"0131",1091,333,361,758,730
12481,"0135",777,748,948,29,-171
12482,"0131",974,366,452,608,522
12482,"0135",1423,797,1217,626,206
12483,"0131",785,289,319,496,466
12483,"0135",880,612,855,268,25
12484,"0131",507,255,289,252,218
12484,"0135",936,526,721,410,215
12485,"0131",965,315,358,650,607
12485,"0135",1089,897,1128,192,-39
12486,"0131",926,309,336,617,590
12486,"0135",1258,931,1251,327,7
12487,"0131",537,191,200,346,337
12487,"0135",809,561,768,248,41
12488,"0131",1348,294,322,1054,1026
12488,"0135",646,780,1115,-134,-469
12489,"0131",454,346,389,108,65
12489,"0135",1115,457,579,658,536
12490,"0131",435,329,360,106,75
12490,"0135",794,363,399,431,395
12491,"0131",1127,879,1021,248,106
12491,"0135",2176,840,1155,1336,1021
12492,"0131",1346,780,937,566,409
12492,"0135",1556,685,944,871,612
12493,"0131",876,268,291,608,585
12493,"0135",694,504,746,190,-52
12494,"0131",343,243,278,100,65
12494,"0135",1051,486,637,565,414
12495,"0131",772,269,269,503,503
12495,"0135",568,434,576,134,-8
12496,"0131",569,290,297,279,272
12496,"0135",1015,565,732,450,283
12497,"0131",1154,374,412,780,742
12497,"0135",963,755,975,208,-12
12498,"0131",1053,330,353,723,700
12498,"0135",680,560,795,120,-115
12499,"0131",537,330,345,207,192
12499,"0135",1099,669,777,430,322
12500,"0131",857,246,285,611,572
12500,"0135",504,517,653,-13,-149
12501,"0131",667,297,342,370,325
12501,"0135",834,567,732,267,102
12502,"0131",1594,591,644,1003,950
12502,"0135",1326,885,1145,441,181
12503,"0131",1094,519,588,575,506
12503,"0135",1414,747,996,667,418
12504,"0131",1108,531,582,577,526
12504,"0135",1269,661,862,608,407
12505,"0131",1474,777,829,697,645
12505,"0135",1719,886,1184,833,535
12506,"0131",1751,777,907,974,844
12506,"0135",1796,998,1291,798,505
12507,"0131",510,262,274,248,236
12507,"0135",549,316,432,233,117
12508,"0131",638,338,401,300,237
12508,"0135",1039,505,661,534,378
12509,"0131",649,251,292,398,357
12509,"0135",743,507,694,236,49
12510,"0131",1117,409,445,708,672
12510,"0135",1089,785,1075,304,14
12511,"0131",1388,404,449,984,939
12511,"0135",870,776,1041,94,-171
12512,"0131",1628,524,583,1104,1045
12512,"0135",1065,879,1204,186,-139
12513,"0131",982,318,346,664,636
12513,"0135",681,544,744,137,-63
12514,"0131",1392,424,484,968,908
12514,"0135",1000,820,1102,180,-102
12515,"0131",437,277,323,160,114
12515,"0135",1066,524,656,542,410
12516,"0131",706,268,364,438,342
12516,"0135",1166,623,801,543,365
12517,"0131",687,372,398,315,289
12517,"0135",1224,628,812,596,412
12518,"0131",1645,590,615,1055,1030
12518,"0135",1457,1043,1340,414,117
12519,"0131",843,584,647,259,196
12519,"0135",1810,656,933,1154,877
12520,"0131",842,392,434,450,408
12520,"0135",1035,474,628,561,407
12521,"0131",832,550,604,282,228
12521,"0135",1525,561,838,964,687
12522,"0131",1502,497,526,1005,976
12522,"0135",797,627,865,170,-68
12523,"0131",442,393,426,49,16
12523,"0135",1352,542,693,810,659
12524,"0131",340,203,215,137,125
12524,"0135",483,235,332,248,151
12525,"0131",812,241,283,571,529
12525,"0135",528,462,618,66,-90
12526,"0131",1124,497,445,627,679
12526,"0135",1180,815,1126,365,54
12527,"0131",465,275,299,190,166
12527,"0135",843,381,523,462,320
12528,"0131",313,225,258,88,55
12528,"0135",830,330,444,500,386
12529,"0131",721,323,374,398,347
12529,"0135",867,420,634,447,233
12530,"0131",782,476,523,306,259
12530,"0135",1510,672,888,838,622
12531,"0131",831,296,345,535,486
12531,"0135",539,442,548,97,-9
12532,"0131",1088,321,360,767,728
12532,"0135",488,526,674,-38,-186
12533,"0131",479,236,249,243,230
12533,"0135",609,313,421,296,188
12534,"0131",1289,484,517,805,772
12534,"0135",849,520,755,329,94
12535,"0131",1211,552,620,659,591
12535,"0135",1369,641,843,728,526
12536,"0131",861,403,452,458,409
12536,"0135",1031,508,677,523,354
12537,"0131",824,535,612,289,212
12537,"0135",834,482,607,352,227
12538,"0131",928,657,749,271,179
12538,"0135",1062,572,731,490,331
12539,"0131",119,131,112,-12,7
12539,"0135",254,131,177,123,77
12540,"0131",92,32,48,60,44
12540,"0135",157,109,128,48,29
12541,"0131",1358,746,892,612,466
12541,"0135",1207,527,676,680,531
12542,"0131",950,474,592,476,358
12542,"0135",1156,481,645,675,511
12543,"0131",824,444,519,380,305
12543,"0135",1017,420,557,597,460
12544,"0131",902,417,521,485,381
12544,"0135",939,385,562,554,377
12545,"0131",1287,557,724,730,563
12545,"0135",1042,501,698,541,344
12546,"0131",1366,698,832,668,534
12546,"0135",1286,533,735,753,551
12547,"0131",1133,556,717,577,416
12547,"0135",1174,498,672,676,502
12548,"0131",754,432,541,322,213
12548,"0135",1028,390,500,638,528
12549,"0131",1491,603,789,888,702
12549,"0135",1147,597,835,550,312
12550,"0131",1297,438,567,859,730
12550,"0135",509,374,533,135,-24
12551,"0131",1287,560,707,727,580
12551,"0135",1012,492,700,520,312
12552,"0131",1574,657,809,917,765
12552,"0135",1035,546,736,489,299
12553,"0131",299,122,147,177,152
12553,"0135",243,119,171,124,72
12554,"0131",1245,629,768,616,477
12554,"0135",1367,634,888,733,479
12555,"0131",906,444,512,462,394
12555,"0135",974,483,659,491,315
12556,"0131",1696,540,632,1156,1064
12556,"0135",674,566,818,108,-144
12557,"0131",1339,657,766,682,573
12557,"0135",1320,604,832,716,488
12558,"0131",1009,559,638,450,371
12558,"0135",1348,571,790,777,558
12559,"0131",1563,633,698,930,865
12559,"0135",930,642,863,288,67
12560,"0131",1098,846,1131,252,-33
12560,"0135",1517,329,503,1188,1014
12561,"0131",1351,1043,1399,308,-48
12561,"0135",2001,446,640,1555,1361
12562,"0131",980,593,792,387,188
12562,"0135",839,243,302,596,537
12563,"0131",394,241,351,153,43
12563,"0135",486,120,156,366,330
12564,"0131",1223,423,582,800,641
12564,"0135",942,627,924,315,18
12565,"0131",1114,458,609,656,505
12565,"0135",1038,643,844,395,194
12566,"0131",484,334,403,150,81
12566,"0135",577,224,295,353,282
12567,"0131",1761,573,684,1188,1077
12567,"0135",585,640,840,-55,-255
12568,"0131",1038,526,612,512,426
12568,"0135",1030,514,699,516,331
12569,"0131",1187,430,536,757,651
12569,"0135",674,485,620,189,54
12570,"0131",821,409,553,412,268
12570,"0135",927,398,553,529,374
12571,"0131",873,262,340,611,533
12571,"0135",392,341,457,51,-65
12572,"0131",1172,561,779,611,393
12572,"0135",1691,817,1045,874,646
12573,"0131",1707,902,1180,805,527
12573,"0135",918,316,493,602,425
12574,"0131",1036,854,1115,182,-79
12574,"0135",1508,356,485,1152,1023
12575,"0131",1643,1031,1350,612,293
12575,"0135",1443,462,580,981,863
12576,"0131",1699,1176,1458,523,241
12576,"0135",1685,494,676,1191,1009
12577,"0131",1723,1014,1261,709,462
12577,"0135",1164,382,558,782,606
12578,"0131",664,620,775,44,-111
12578,"0135",1082,254,339,828,743
12579,"0131",1179,741,831,438,348
12579,"0135",1511,754,970,757,541
12580,"0131",1343,608,707,735,636
12580,"0135",1049,729,884,320,165
12581,"0131",1241,544,611,697,630
12581,"0135",674,531,676,143,-2
12582,"0131",1478,673,761,805,717
12582,"0135",938,711,854,227,84
12583,"0131",1374,516,643,858,731
12583,"0135",807,554,800,253,7
12584,"0131",840,479,569,361,271
12584,"0135",771,433,526,338,245
12585,"0131",429,376,457,53,-28
12585,"0135",994,418,504,576,490
12586,"0131",815,584,648,231,167
12586,"0135",871,395,502,476,369
12587,"0131",659,713,776,-54,-117
12587,"0135",1235,423,518,812,717
12588,"0131",1231,670,819,561,412
12588,"0135",1366,462,636,904,730
12589,"0131",1376,673,795,703,581
12589,"0135",1226,592,743,634,483
12590,"0131",1705,579,696,1126,1009
12590,"0135",851,617,827,234,24
12591,"0131",1242,523,685,719,557
12591,"0135",1085,400,631,685,454
12592,"0131",1469,616,707,853,762
12592,"0135",1122,543,752,579,370
12593,"0131",345,220,276,125,69
12593,"0135",683,239,299,444,384
12594,"0131",1364,672,759,692,605
12594,"0135",1240,534,746,706,494
12595,"0131",1475,566,740,909,735
12595,"0135",1093,471,686,622,407
12596,"0131",1438,667,767,771,671
12596,"0135",1185,527,711,658,474
12597,"0131",746,546,693,200,53
12597,"0135",1520,391,597,1129,923
12598,"0131",518,264,359,254,159
12598,"0135",523,193,247,330,276
12599,"0131",1031,473,537,558,494
12599,"0135",800,367,534,433,266
12600,"0131",949,591,730,358,219
12600,"0135",1584,536,726,1048,858
12601,"0131",968,459,526,509,442
12601,"0135",856,413,547,443,309
12602,"0131",1211,526,629,685,582
12602,"0135",854,432,576,422,278
12603,"0131",1264,675,781,589,483
12603,"0135",1315,552,731,763,584
12604,"0131",446,184,220,262,226
12604,"0135",330,164,226,166,104
12605,"0131",1068,548,645,520,423
12605,"0135",1002,429,543,573,459
12606,"0131",1411,680,810,731,601
12606,"0135",1215,509,716,706,499
12607,"0131",1227,441,560,786,667
12607,"0135",553,329,456,224,97
12608,"0131",1182,514,664,668,518
12608,"0135",890,429,569,461,321
12609,"0131",1042,511,587,531,455
12609,"0135",946,387,567,559,379
12610,"0131",1393,503,603,890,790
12610,"0135",722,445,603,277,119
12611,"0131",424,350,412,74,12
12611,"0135",852,268,334,584,518
12612,"0131",824,263,368,561,456
12612,"0135",440,240,363,200,77
12613,"0131",1545,852,1107,693,438
12613,"0135",1264,393,560,871,704
12614,"0131",1289,870,1134,419,155
12614,"0135",1806,514,705,1292,1101
12615,"0131",1405,805,1091,600,314
12615,"0135",1376,413,563,963,813
12616,"0131",1178,622,852,556,326
12616,"0135",1087,384,507,703,580
12617,"0131",524,367,422,157,102
12617,"0135",771,203,285,568,486
12618,"0131",557,396,522,161,35
12618,"0135",931,223,371,708,560
12619,"0131",171,224,317,-53,-146
12619,"0135",538,85,116,453,422
12620,"0131",444,289,381,155,63
12620,"0135",596,147,201,449,395
12621,"0131",475,302,387,173,88
12621,"0135",553,190,239,363,314
12622,"0131",575,450,586,125,-11
12622,"0135",955,274,340,681,615
12623,"0131",1109,821,1002,288,107
12623,"0135",1717,540,702,1177,1015
12624,"0131",1102,667,785,435,317
12624,"0135",1234,472,593,762,641
12625,"0131",1319,673,793,646,526
12625,"0135",998,461,610,537,388
12626,"0131",704,443,517,261,187
12626,"0135",1085,402,504,683,581
12627,"0131",1611,813,916,798,695
12627,"0135",1045,522,648,523,397
12628,"0131",1501,718,776,783,725
12628,"0135",741,465,591,276,150
12629,"0131",1368,790,969,578,399
12629,"0135",1495,556,698,939,797
12630,"0131",1537,830,983,707,554
12630,"0135",1367,568,727,799,640
12631,"0131",1487,820,961,667,526
12631,"0135",1371,566,814,805,557
